Year,LocationAbbr,LocationDesc,Topic,Question,DataValueType,DataValue,StratificationCategory1,Stratification1,unemployed_rate
2017,CO,Colorado,Breast Cancer,Incidence,Average Annual Number,3209,Race/Ethnicity,"White, non-Hispanic",2.6
2017,CO,Colorado,Breast Cancer,Mortality,Average Annual Number,482,Race/Ethnicity,"White, non-Hispanic",2.6
2018,CO,Colorado,Breast Cancer,Incidence,Average Annual Number,118,Race/Ethnicity,"Black, non-Hispanic",2.9
2018,CO,Colorado,Breast Cancer,Mortality,Average Annual Number,25,Race/Ethnicity,"Black, non-Hispanic",2.9
2018,CO,Colorado,Breast Cancer,Incidence,Average Annual Number,4022,Gender,Female,2.9
2018,CO,Colorado,Breast Cancer,Mortality,Average Annual Number,595,Gender,Female,2.9
2018,CO,Colorado,Breast Cancer,Incidence,Average Annual Number,461,Race/Ethnicity,Hispanic,2.9
2018,CO,Colorado,Breast Cancer,Mortality,Average Annual Number,65,Race/Ethnicity,Hispanic,2.9
2018,CO,Colorado,Breast Cancer,Incidence,Average Annual Number,4022,Overall,Overall,2.9
2018,CO,Colorado,Breast Cancer,Mortality,Average Annual Number,595,Overall,Overall,2.9
2018,CO,Colorado,Breast Cancer,Incidence,Average Annual Number,3303,Race/Ethnicity,"White, non-Hispanic",2.9
2018,CO,Colorado,Breast Cancer,Mortality,Average Annual Number,495,Race/Ethnicity,"White, non-Hispanic",2.9
2019,CO,Colorado,Breast Cancer,Incidence,Average Annual Number,126,Race/Ethnicity,"Black, non-Hispanic",3
2019,CO,Colorado,Breast Cancer,Mortality,Average Annual Number,25,Race/Ethnicity,"Black, non-Hispanic",3
2019,CO,Colorado,Breast Cancer,Incidence,Average Annual Number,4150,Gender,Female,3
2019,CO,Colorado,Breast Cancer,Mortality,Average Annual Number,606,Gender,Female,3
2019,CO,Colorado,Breast Cancer,Incidence,Average Annual Number,481,Race/Ethnicity,Hispanic,3
2019,CO,Colorado,Breast Cancer,Mortality,Average Annual Number,65,Race/Ethnicity,Hispanic,3
2019,CO,Colorado,Breast Cancer,Incidence,Average Annual Number,4150,Overall,Overall,3
2019,CO,Colorado,Breast Cancer,Mortality,Average Annual Number,606,Overall,Overall,3
2019,CO,Colorado,Breast Cancer,Incidence,Average Annual Number,3387,Race/Ethnicity,"White, non-Hispanic",3
2019,CO,Colorado,Breast Cancer,Mortality,Average Annual Number,503,Race/Ethnicity,"White, non-Hispanic",3
2015,CT,Connecticut,Breast Cancer,Incidence,Average Annual Number,248,Race/Ethnicity,"Black, non-Hispanic",6
2015,CT,Connecticut,Breast Cancer,Mortality,Average Annual Number,40,Race/Ethnicity,"Black, non-Hispanic",6
2015,CT,Connecticut,Breast Cancer,Incidence,Average Annual Number,3193,Gender,Female,6
2015,CT,Connecticut,Breast Cancer,Mortality,Average Annual Number,458,Gender,Female,6
2015,CT,Connecticut,Breast Cancer,Incidence,Average Annual Number,247,Race/Ethnicity,Hispanic,6
2015,CT,Connecticut,Breast Cancer,Mortality,Average Annual Number,18,Race/Ethnicity,Hispanic,6
2015,CT,Connecticut,Breast Cancer,Incidence,Average Annual Number,3193,Overall,Overall,6
2015,CT,Connecticut,Breast Cancer,Mortality,Average Annual Number,458,Overall,Overall,6
2015,CT,Connecticut,Breast Cancer,Incidence,Average Annual Number,2649,Race/Ethnicity,"White, non-Hispanic",6
2015,CT,Connecticut,Breast Cancer,Mortality,Average Annual Number,393,Race/Ethnicity,"White, non-Hispanic",6
2016,CT,Connecticut,Breast Cancer,Incidence,Average Annual Number,258,Race/Ethnicity,"Black, non-Hispanic",5.2
2016,CT,Connecticut,Breast Cancer,Mortality,Average Annual Number,44,Race/Ethnicity,"Black, non-Hispanic",5.2
2016,CT,Connecticut,Breast Cancer,Incidence,Average Annual Number,3221,Gender,Female,5.2
2016,CT,Connecticut,Breast Cancer,Mortality,Average Annual Number,454,Gender,Female,5.2
2016,CT,Connecticut,Breast Cancer,Incidence,Average Annual Number,251,Race/Ethnicity,Hispanic,5.2
2016,CT,Connecticut,Breast Cancer,Mortality,Average Annual Number,21,Race/Ethnicity,Hispanic,5.2
2016,CT,Connecticut,Breast Cancer,Incidence,Average Annual Number,3221,Overall,Overall,5.2
2016,CT,Connecticut,Breast Cancer,Mortality,Average Annual Number,454,Overall,Overall,5.2
2016,CT,Connecticut,Breast Cancer,Incidence,Average Annual Number,2667,Race/Ethnicity,"White, non-Hispanic",5.2
2016,CT,Connecticut,Breast Cancer,Mortality,Average Annual Number,381,Race/Ethnicity,"White, non-Hispanic",5.2
2017,CT,Connecticut,Breast Cancer,Incidence,Average Annual Number,258,Race/Ethnicity,"Black, non-Hispanic",4.6
2017,CT,Connecticut,Breast Cancer,Mortality,Average Annual Number,45,Race/Ethnicity,"Black, non-Hispanic",4.6
2017,CT,Connecticut,Breast Cancer,Incidence,Average Annual Number,3232,Gender,Female,4.6
2017,CT,Connecticut,Breast Cancer,Mortality,Average Annual Number,451,Gender,Female,4.6
2017,CT,Connecticut,Breast Cancer,Incidence,Average Annual Number,259,Race/Ethnicity,Hispanic,4.6
2017,CT,Connecticut,Breast Cancer,Mortality,Average Annual Number,24,Race/Ethnicity,Hispanic,4.6
2017,CT,Connecticut,Breast Cancer,Incidence,Average Annual Number,3232,Overall,Overall,4.6
2017,CT,Connecticut,Breast Cancer,Mortality,Average Annual Number,451,Overall,Overall,4.6
2017,CT,Connecticut,Breast Cancer,Incidence,Average Annual Number,2674,Race/Ethnicity,"White, non-Hispanic",4.6
2017,CT,Connecticut,Breast Cancer,Mortality,Average Annual Number,376,Race/Ethnicity,"White, non-Hispanic",4.6
2018,CT,Connecticut,Breast Cancer,Incidence,Average Annual Number,270,Race/Ethnicity,"Black, non-Hispanic",4.2
2018,CT,Connecticut,Breast Cancer,Mortality,Average Annual Number,47,Race/Ethnicity,"Black, non-Hispanic",4.2
2018,CT,Connecticut,Breast Cancer,Incidence,Average Annual Number,3243,Gender,Female,4.2
2018,CT,Connecticut,Breast Cancer,Mortality,Average Annual Number,446,Gender,Female,4.2
2018,CT,Connecticut,Breast Cancer,Incidence,Average Annual Number,266,Race/Ethnicity,Hispanic,4.2
2018,CT,Connecticut,Breast Cancer,Mortality,Average Annual Number,26,Race/Ethnicity,Hispanic,4.2
2018,CT,Connecticut,Breast Cancer,Incidence,Average Annual Number,3243,Overall,Overall,4.2
2018,CT,Connecticut,Breast Cancer,Mortality,Average Annual Number,446,Overall,Overall,4.2
2018,CT,Connecticut,Breast Cancer,Incidence,Average Annual Number,2668,Race/Ethnicity,"White, non-Hispanic",4.2
2018,CT,Connecticut,Breast Cancer,Mortality,Average Annual Number,367,Race/Ethnicity,"White, non-Hispanic",4.2
2019,CT,Connecticut,Breast Cancer,Incidence,Average Annual Number,280,Race/Ethnicity,"Black, non-Hispanic",3.7
2019,CT,Connecticut,Breast Cancer,Mortality,Average Annual Number,48,Race/Ethnicity,"Black, non-Hispanic",3.7
2019,CT,Connecticut,Breast Cancer,Incidence,Average Annual Number,3252,Gender,Female,3.7
2019,CT,Connecticut,Breast Cancer,Mortality,Average Annual Number,447,Gender,Female,3.7
2019,CT,Connecticut,Breast Cancer,Incidence,Average Annual Number,279,Race/Ethnicity,Hispanic,3.7
2019,CT,Connecticut,Breast Cancer,Mortality,Average Annual Number,25,Race/Ethnicity,Hispanic,3.7
2019,CT,Connecticut,Breast Cancer,Incidence,Average Annual Number,3252,Overall,Overall,3.7
2019,CT,Connecticut,Breast Cancer,Mortality,Average Annual Number,447,Overall,Overall,3.7
2019,CT,Connecticut,Breast Cancer,Incidence,Average Annual Number,2658,Race/Ethnicity,"White, non-Hispanic",3.7
2019,CT,Connecticut,Breast Cancer,Mortality,Average Annual Number,366,Race/Ethnicity,"White, non-Hispanic",3.7
2015,DC,District of Columbia,Breast Cancer,Incidence,Average Annual Number,296,Race/Ethnicity,"Black, non-Hispanic",7.4
2015,DC,District of Columbia,Breast Cancer,Mortality,Average Annual Number,74,Race/Ethnicity,"Black, non-Hispanic",7.4
2015,DC,District of Columbia,Breast Cancer,Incidence,Average Annual Number,489,Gender,Female,7.4
2015,DC,District of Columbia,Breast Cancer,Mortality,Average Annual Number,102,Gender,Female,7.4
2015,DC,District of Columbia,Breast Cancer,Incidence,Average Annual Number,17,Race/Ethnicity,Hispanic,7.4
2015,DC,District of Columbia,Breast Cancer,Incidence,Average Annual Number,489,Overall,Overall,7.4
2015,DC,District of Columbia,Breast Cancer,Mortality,Average Annual Number,102,Overall,Overall,7.4
2015,DC,District of Columbia,Breast Cancer,Incidence,Average Annual Number,155,Race/Ethnicity,"White, non-Hispanic",7.4
2015,DC,District of Columbia,Breast Cancer,Mortality,Average Annual Number,23,Race/Ethnicity,"White, non-Hispanic",7.4
2016,DC,District of Columbia,Breast Cancer,Incidence,Average Annual Number,286,Race/Ethnicity,"Black, non-Hispanic",6.4
2016,DC,District of Columbia,Breast Cancer,Mortality,Average Annual Number,75,Race/Ethnicity,"Black, non-Hispanic",6.4
2016,DC,District of Columbia,Breast Cancer,Mortality,Average Annual Number,102,Gender,Female,6.4
2016,DC,District of Columbia,Breast Cancer,Incidence,Average Annual Number,482,Gender,Female,6.4
2016,DC,District of Columbia,Breast Cancer,Incidence,Average Annual Number,19,Race/Ethnicity,Hispanic,6.4
2016,DC,District of Columbia,Breast Cancer,Incidence,Average Annual Number,482,Overall,Overall,6.4
2016,DC,District of Columbia,Breast Cancer,Mortality,Average Annual Number,102,Overall,Overall,6.4
2016,DC,District of Columbia,Breast Cancer,Incidence,Average Annual Number,155,Race/Ethnicity,"White, non-Hispanic",6.4
2016,DC,District of Columbia,Breast Cancer,Mortality,Average Annual Number,22,Race/Ethnicity,"White, non-Hispanic",6.4
2017,DC,District of Columbia,Breast Cancer,Incidence,Average Annual Number,293,Race/Ethnicity,"Black, non-Hispanic",6.3
2017,DC,District of Columbia,Breast Cancer,Mortality,Average Annual Number,75,Race/Ethnicity,"Black, non-Hispanic",6.3
2017,DC,District of Columbia,Breast Cancer,Incidence,Average Annual Number,496,Gender,Female,6.3
2017,DC,District of Columbia,Breast Cancer,Mortality,Average Annual Number,99,Gender,Female,6.3
2017,DC,District of Columbia,Breast Cancer,Incidence,Average Annual Number,22,Race/Ethnicity,Hispanic,6.3
2017,DC,District of Columbia,Breast Cancer,Mortality,Average Annual Number,99,Overall,Overall,6.3
2017,DC,District of Columbia,Breast Cancer,Incidence,Average Annual Number,496,Overall,Overall,6.3
2017,DC,District of Columbia,Breast Cancer,Incidence,Average Annual Number,155,Race/Ethnicity,"White, non-Hispanic",6.3
2017,DC,District of Columbia,Breast Cancer,Mortality,Average Annual Number,20,Race/Ethnicity,"White, non-Hispanic",6.3
2018,DC,District of Columbia,Breast Cancer,Incidence,Average Annual Number,296,Race/Ethnicity,"Black, non-Hispanic",5.9
2018,DC,District of Columbia,Breast Cancer,Mortality,Average Annual Number,77,Race/Ethnicity,"Black, non-Hispanic",5.9
2018,DC,District of Columbia,Breast Cancer,Incidence,Average Annual Number,504,Gender,Female,5.9
2018,DC,District of Columbia,Breast Cancer,Mortality,Average Annual Number,98,Gender,Female,5.9
2018,DC,District of Columbia,Breast Cancer,Incidence,Average Annual Number,23,Race/Ethnicity,Hispanic,5.9
2018,DC,District of Columbia,Breast Cancer,Incidence,Average Annual Number,504,Overall,Overall,5.9
2018,DC,District of Columbia,Breast Cancer,Mortality,Average Annual Number,98,Overall,Overall,5.9
2018,DC,District of Columbia,Breast Cancer,Incidence,Average Annual Number,160,Race/Ethnicity,"White, non-Hispanic",5.9
2018,DC,District of Columbia,Breast Cancer,Mortality,Average Annual Number,18,Race/Ethnicity,"White, non-Hispanic",5.9
2019,DC,District of Columbia,Breast Cancer,Incidence,Average Annual Number,290,Race/Ethnicity,"Black, non-Hispanic",5.9
2019,DC,District of Columbia,Breast Cancer,Mortality,Average Annual Number,76,Race/Ethnicity,"Black, non-Hispanic",5.9
2019,DC,District of Columbia,Breast Cancer,Incidence,Average Annual Number,494,Gender,Female,5.9
2019,DC,District of Columbia,Breast Cancer,Mortality,Average Annual Number,97,Gender,Female,5.9
2019,DC,District of Columbia,Breast Cancer,Incidence,Average Annual Number,22,Race/Ethnicity,Hispanic,5.9
2019,DC,District of Columbia,Breast Cancer,Incidence,Average Annual Number,494,Overall,Overall,5.9
2019,DC,District of Columbia,Breast Cancer,Mortality,Average Annual Number,97,Overall,Overall,5.9
2019,DC,District of Columbia,Breast Cancer,Incidence,Average Annual Number,160,Race/Ethnicity,"White, non-Hispanic",5.9
2019,DC,District of Columbia,Breast Cancer,Mortality,Average Annual Number,18,Race/Ethnicity,"White, non-Hispanic",5.9
2015,DE,Delaware,Breast Cancer,Incidence,Average Annual Number,147,Race/Ethnicity,"Black, non-Hispanic",5
2015,DE,Delaware,Breast Cancer,Mortality,Average Annual Number,28,Race/Ethnicity,"Black, non-Hispanic",5
2015,DE,Delaware,Breast Cancer,Incidence,Average Annual Number,805,Gender,Female,5
2015,DE,Delaware,Breast Cancer,Mortality,Average Annual Number,134,Gender,Female,5
2015,DE,Delaware,Breast Cancer,Incidence,Average Annual Number,20,Race/Ethnicity,Hispanic,5
2015,DE,Delaware,Breast Cancer,Incidence,Average Annual Number,805,Overall,Overall,5
2015,DE,Delaware,Breast Cancer,Mortality,Average Annual Number,134,Overall,Overall,5
2015,DE,Delaware,Breast Cancer,Incidence,Average Annual Number,618,Race/Ethnicity,"White, non-Hispanic",5
2015,DE,Delaware,Breast Cancer,Mortality,Average Annual Number,102,Race/Ethnicity,"White, non-Hispanic",5
2016,DE,Delaware,Breast Cancer,Incidence,Average Annual Number,155,Race/Ethnicity,"Black, non-Hispanic",4.5
2016,DE,Delaware,Breast Cancer,Mortality,Average Annual Number,28,Race/Ethnicity,"Black, non-Hispanic",4.5
2016,DE,Delaware,Breast Cancer,Incidence,Average Annual Number,832,Gender,Female,4.5
2016,DE,Delaware,Breast Cancer,Mortality,Average Annual Number,137,Gender,Female,4.5
2016,DE,Delaware,Breast Cancer,Incidence,Average Annual Number,22,Race/Ethnicity,Hispanic,4.5
2016,DE,Delaware,Breast Cancer,Incidence,Average Annual Number,832,Overall,Overall,4.5
2016,DE,Delaware,Breast Cancer,Mortality,Average Annual Number,137,Overall,Overall,4.5
2016,DE,Delaware,Breast Cancer,Incidence,Average Annual Number,634,Race/Ethnicity,"White, non-Hispanic",4.5
2016,DE,Delaware,Breast Cancer,Mortality,Average Annual Number,106,Race/Ethnicity,"White, non-Hispanic",4.5
2017,DE,Delaware,Breast Cancer,Incidence,Average Annual Number,161,Race/Ethnicity,"Black, non-Hispanic",4.7
2017,DE,Delaware,Breast Cancer,Mortality,Average Annual Number,29,Race/Ethnicity,"Black, non-Hispanic",4.7
2017,DE,Delaware,Breast Cancer,Incidence,Average Annual Number,842,Gender,Female,4.7
2017,DE,Delaware,Breast Cancer,Mortality,Average Annual Number,140,Gender,Female,4.7
2017,DE,Delaware,Breast Cancer,Incidence,Average Annual Number,25,Race/Ethnicity,Hispanic,4.7
2017,DE,Delaware,Breast Cancer,Incidence,Average Annual Number,842,Overall,Overall,4.7
2017,DE,Delaware,Breast Cancer,Mortality,Average Annual Number,140,Overall,Overall,4.7
2017,DE,Delaware,Breast Cancer,Incidence,Average Annual Number,635,Race/Ethnicity,"White, non-Hispanic",4.7
2017,DE,Delaware,Breast Cancer,Mortality,Average Annual Number,107,Race/Ethnicity,"White, non-Hispanic",4.7
2018,DE,Delaware,Breast Cancer,Incidence,Average Annual Number,168,Race/Ethnicity,"Black, non-Hispanic",4.1
2018,DE,Delaware,Breast Cancer,Mortality,Average Annual Number,30,Race/Ethnicity,"Black, non-Hispanic",4.1
2018,DE,Delaware,Breast Cancer,Incidence,Average Annual Number,851,Gender,Female,4.1
2018,DE,Delaware,Breast Cancer,Mortality,Average Annual Number,144,Gender,Female,4.1
2018,DE,Delaware,Breast Cancer,Incidence,Average Annual Number,26,Race/Ethnicity,Hispanic,4.1
2018,DE,Delaware,Breast Cancer,Incidence,Average Annual Number,851,Overall,Overall,4.1
2018,DE,Delaware,Breast Cancer,Mortality,Average Annual Number,144,Overall,Overall,4.1
2018,DE,Delaware,Breast Cancer,Incidence,Average Annual Number,634,Race/Ethnicity,"White, non-Hispanic",4.1
2018,DE,Delaware,Breast Cancer,Mortality,Average Annual Number,110,Race/Ethnicity,"White, non-Hispanic",4.1
2019,DE,Delaware,Breast Cancer,Incidence,Average Annual Number,174,Race/Ethnicity,"Black, non-Hispanic",3.5
2019,DE,Delaware,Breast Cancer,Mortality,Average Annual Number,33,Race/Ethnicity,"Black, non-Hispanic",3.5
2019,DE,Delaware,Breast Cancer,Incidence,Average Annual Number,878,Gender,Female,3.5
2019,DE,Delaware,Breast Cancer,Mortality,Average Annual Number,145,Gender,Female,3.5
2019,DE,Delaware,Breast Cancer,Incidence,Average Annual Number,28,Race/Ethnicity,Hispanic,3.5
2019,DE,Delaware,Breast Cancer,Incidence,Average Annual Number,878,Overall,Overall,3.5
2019,DE,Delaware,Breast Cancer,Mortality,Average Annual Number,145,Overall,Overall,3.5
2019,DE,Delaware,Breast Cancer,Incidence,Average Annual Number,648,Race/Ethnicity,"White, non-Hispanic",3.5
2019,DE,Delaware,Breast Cancer,Mortality,Average Annual Number,109,Race/Ethnicity,"White, non-Hispanic",3.5
2015,FL,Florida,Breast Cancer,Incidence,Average Annual Number,1742,Race/Ethnicity,"Black, non-Hispanic",5.9
2015,FL,Florida,Breast Cancer,Mortality,Average Annual Number,393,Race/Ethnicity,"Black, non-Hispanic",5.9
2015,FL,Florida,Breast Cancer,Incidence,Average Annual Number,15935,Gender,Female,5.9
2015,FL,Florida,Breast Cancer,Mortality,Average Annual Number,2840,Gender,Female,5.9
2015,FL,Florida,Breast Cancer,Incidence,Average Annual Number,2496,Race/Ethnicity,Hispanic,5.9
2015,FL,Florida,Breast Cancer,Mortality,Average Annual Number,372,Race/Ethnicity,Hispanic,5.9
2015,FL,Florida,Breast Cancer,Incidence,Average Annual Number,15935,Overall,Overall,5.9
2015,FL,Florida,Breast Cancer,Mortality,Average Annual Number,2840,Overall,Overall,5.9
2015,FL,Florida,Breast Cancer,Incidence,Average Annual Number,11166,Race/Ethnicity,"White, non-Hispanic",5.9
2015,FL,Florida,Breast Cancer,Mortality,Average Annual Number,2038,Race/Ethnicity,"White, non-Hispanic",5.9
2016,FL,Florida,Breast Cancer,Incidence,Average Annual Number,1813,Race/Ethnicity,"Black, non-Hispanic",5.1
2016,FL,Florida,Breast Cancer,Mortality,Average Annual Number,406,Race/Ethnicity,"Black, non-Hispanic",5.1
2016,FL,Florida,Breast Cancer,Incidence,Average Annual Number,16467,Gender,Female,5.1
2016,FL,Florida,Breast Cancer,Mortality,Average Annual Number,2859,Gender,Female,5.1
2016,FL,Florida,Breast Cancer,Incidence,Average Annual Number,2640,Race/Ethnicity,Hispanic,5.1
2016,FL,Florida,Breast Cancer,Mortality,Average Annual Number,383,Race/Ethnicity,Hispanic,5.1
2016,FL,Florida,Breast Cancer,Incidence,Average Annual Number,16467,Overall,Overall,5.1
2016,FL,Florida,Breast Cancer,Mortality,Average Annual Number,2859,Overall,Overall,5.1
2016,FL,Florida,Breast Cancer,Incidence,Average Annual Number,11428,Race/Ethnicity,"White, non-Hispanic",5.1
2016,FL,Florida,Breast Cancer,Mortality,Average Annual Number,2028,Race/Ethnicity,"White, non-Hispanic",5.1
2017,FL,Florida,Breast Cancer,Incidence,Average Annual Number,1875,Race/Ethnicity,"Black, non-Hispanic",4.7
2017,FL,Florida,Breast Cancer,Mortality,Average Annual Number,418,Race/Ethnicity,"Black, non-Hispanic",4.7
2017,FL,Florida,Breast Cancer,Incidence,Average Annual Number,16885,Gender,Female,4.7
2017,FL,Florida,Breast Cancer,Mortality,Average Annual Number,2880,Gender,Female,4.7
2017,FL,Florida,Breast Cancer,Incidence,Average Annual Number,2774,Race/Ethnicity,Hispanic,4.7
2017,FL,Florida,Breast Cancer,Mortality,Average Annual Number,386,Race/Ethnicity,Hispanic,4.7
2017,FL,Florida,Breast Cancer,Incidence,Average Annual Number,16885,Overall,Overall,4.7
2017,FL,Florida,Breast Cancer,Mortality,Average Annual Number,2880,Overall,Overall,4.7
2017,FL,Florida,Breast Cancer,Incidence,Average Annual Number,11604,Race/Ethnicity,"White, non-Hispanic",4.7
2017,FL,Florida,Breast Cancer,Mortality,Average Annual Number,2033,Race/Ethnicity,"White, non-Hispanic",4.7
2018,FL,Florida,Breast Cancer,Incidence,Average Annual Number,1932,Race/Ethnicity,"Black, non-Hispanic",3.9
2018,FL,Florida,Breast Cancer,Mortality,Average Annual Number,423,Race/Ethnicity,"Black, non-Hispanic",3.9
2018,FL,Florida,Breast Cancer,Mortality,Average Annual Number,2916,Gender,Female,3.9
2018,FL,Florida,Breast Cancer,Incidence,Average Annual Number,17373,Gender,Female,3.9
