Year,LocationAbbr,LocationDesc,Topic,Question,DataValueType,DataValue,StratificationCategory1,Stratification1
2015,KY,Kentucky,Breast Cancer,incidence,Average Annual Number,229,Race,Black
2018,CT,Connecticut,Breast Cancer,incidence,Average Annual Number,270,Race,Black
2012,CT,Connecticut,Breast Cancer,incidence,Average Annual Number,3072,Overall,Overall
2017,CT,Connecticut,Breast Cancer,incidence,Average Annual Number,3232,Gender,Female
2019,MO,Missouri,Breast Cancer,incidence,Average Annual Number,5105,Overall,Overall
2017,KS,Kansas,Breast Cancer,incidence,Average Annual Number,89,Race,Hispanic
2012,ID,Idaho,Breast Cancer,incidence,Average Annual Number,31,Race,Hispanic
2016,CA,California,Breast Cancer,incidence,Average Annual Number,25995,Gender,Female
2019,NE,Nebraska,Breast Cancer,incidence,Average Annual Number,47,Race,Black
2018,DE,Delaware,Breast Cancer,incidence,Average Annual Number,851,Overall,Overall
2017,FL,Florida,Breast Cancer,incidence,Average Annual Number,16885,Gender,Female
2014,CT,Connecticut,Breast Cancer,incidence,Average Annual Number,236,Race,Black
2015,HI,Hawaii,Breast Cancer,incidence,Average Annual Number,10,Race,Black
2014,KS,Kansas,Breast Cancer,incidence,Average Annual Number,2049,Gender,Female
2012,NH,New Hampshire,Breast Cancer,incidence,Average Annual Number,11,Race,Hispanic
2016,FL,Florida,Breast Cancer,incidence,Average Annual Number,1813,Race,Black
2019,DC,District of Columbia,Breast Cancer,incidence,Average Annual Number,290,Race,Black
2018,IA,Iowa,Breast Cancer,incidence,Average Annual Number,2558,Gender,Female
2015,CA,California,Breast Cancer,incidence,Average Annual Number,25645,Overall,Overall
2013,CA,California,Breast Cancer,incidence,Average Annual Number,24657,Gender,Female
2014,AK,Alaska,Breast Cancer,incidence,Average Annual Number,430,Gender,Female
2013,NJ,New Jersey,Breast Cancer,incidence,Average Annual Number,7136,Overall,Overall
2014,MS,Mississippi,Breast Cancer,incidence,Average Annual Number,1328,Race,White
2017,CA,California,Breast Cancer,incidence,Average Annual Number,15444,Race,White
2017,LA,Louisiana,Breast Cancer,incidence,Average Annual Number,3478,Overall,Overall
2012,LA,Louisiana,Breast Cancer,incidence,Average Annual Number,940,Race,Black
2013,NC,North Carolina,Breast Cancer,incidence,Average Annual Number,149,Race,Hispanic
2016,NC,North Carolina,Breast Cancer,incidence,Average Annual Number,1673,Race,Black
2017,MA,Massachusetts,Breast Cancer,incidence,Average Annual Number,5962,Overall,Overall
2013,AR,Arkansas,Breast Cancer,incidence,Average Annual Number,38,Race,Hispanic
2018,CA,California,Breast Cancer,incidence,Average Annual Number,15432,Race,White
2013,LA,Louisiana,Breast Cancer,incidence,Average Annual Number,3233,Gender,Female
2014,IL,Illinois,Breast Cancer,incidence,Average Annual Number,9785,Gender,Female
2019,NE,Nebraska,Breast Cancer,incidence,Average Annual Number,55,Race,Hispanic
2019,ME,Maine,Breast Cancer,incidence,Average Annual Number,1241,Gender,Female
2019,ID,Idaho,Breast Cancer,incidence,Average Annual Number,64,Race,Hispanic
2015,CA,California,Breast Cancer,incidence,Average Annual Number,15428,Race,White
2015,CT,Connecticut,Breast Cancer,incidence,Average Annual Number,3193,Overall,Overall
2018,MS,Mississippi,Breast Cancer,incidence,Average Annual Number,2215,Gender,Female
2016,AL,Alabama,Breast Cancer,incidence,Average Annual Number,2730,Race,White
2015,MT,Montana,Breast Cancer,incidence,Average Annual Number,802,Overall,Overall
2015,ID,Idaho,Breast Cancer,incidence,Average Annual Number,1104,Overall,Overall
2012,AK,Alaska,Breast Cancer,incidence,Average Annual Number,9,Race,Hispanic
2019,AK,Alaska,Breast Cancer,incidence,Average Annual Number,444,Gender,Female
2013,DC,District of Columbia,Breast Cancer,incidence,Average Annual Number,288,Race,Black
2019,FL,Florida,Breast Cancer,incidence,Average Annual Number,1982,Race,Black
2015,ND,North Dakota,Breast Cancer,incidence,Average Annual Number,497,Overall,Overall
2017,MN,Minnesota,Breast Cancer,incidence,Average Annual Number,4031,Race,White
2018,GA,Georgia,Breast Cancer,incidence,Average Annual Number,7687,Gender,Female
2016,ME,Maine,Breast Cancer,incidence,Average Annual Number,5,Race,Black
2018,MI,Michigan,Breast Cancer,incidence,Average Annual Number,125,Race,Hispanic
2014,MI,Michigan,Breast Cancer,incidence,Average Annual Number,111,Race,Hispanic
2018,AZ,Arizona,Breast Cancer,incidence,Average Annual Number,4923,Gender,Female
2015,MD,Maryland,Breast Cancer,incidence,Average Annual Number,1357,Race,Black
2018,LA,Louisiana,Breast Cancer,incidence,Average Annual Number,1102,Race,Black
2019,KS,Kansas,Breast Cancer,incidence,Average Annual Number,2303,Overall,Overall
2018,LA,Louisiana,Breast Cancer,incidence,Average Annual Number,2346,Race,White
2017,KY,Kentucky,Breast Cancer,incidence,Average Annual Number,233,Race,Black
2013,ID,Idaho,Breast Cancer,incidence,Average Annual Number,36,Race,Hispanic
2017,CO,Colorado,Breast Cancer,incidence,Average Annual Number,3895,Overall,Overall
2018,MD,Maryland,Breast Cancer,incidence,Average Annual Number,4954,Overall,Overall
2019,AR,Arkansas,Breast Cancer,incidence,Average Annual Number,55,Race,Hispanic
2017,NC,North Carolina,Breast Cancer,incidence,Average Annual Number,8476,Gender,Female
2016,CT,Connecticut,Breast Cancer,incidence,Average Annual Number,3221,Gender,Female
2016,ND,North Dakota,Breast Cancer,incidence,Average Annual Number,515,Gender,Female
2015,DC,District of Columbia,Breast Cancer,incidence,Average Annual Number,296,Race,Black
2014,MN,Minnesota,Breast Cancer,incidence,Average Annual Number,48,Race,Hispanic
2012,KS,Kansas,Breast Cancer,incidence,Average Annual Number,2013,Gender,Female
2014,IN,Indiana,Breast Cancer,incidence,Average Annual Number,4155,Race,White
2014,LA,Louisiana,Breast Cancer,incidence,Average Annual Number,65,Race,Hispanic
2012,KY,Kentucky,Breast Cancer,incidence,Average Annual Number,3162,Gender,Female
2015,CT,Connecticut,Breast Cancer,incidence,Average Annual Number,248,Race,Black
2017,AZ,Arizona,Breast Cancer,incidence,Average Annual Number,3709,Race,White
2018,ME,Maine,Breast Cancer,incidence,Average Annual Number,1219,Overall,Overall
2016,AK,Alaska,Breast Cancer,incidence,Average Annual Number,13,Race,Black
2016,MO,Missouri,Breast Cancer,incidence,Average Annual Number,4883,Overall,Overall
2016,AZ,Arizona,Breast Cancer,incidence,Average Annual Number,4670,Overall,Overall
2014,NH,New Hampshire,Breast Cancer,incidence,Average Annual Number,1189,Overall,Overall
2018,MN,Minnesota,Breast Cancer,incidence,Average Annual Number,4465,Gender,Female
2014,CA,California,Breast Cancer,incidence,Average Annual Number,1639,Race,Black
2012,MS,Mississippi,Breast Cancer,incidence,Average Annual Number,11,Race,Hispanic
2017,AR,Arkansas,Breast Cancer,incidence,Average Annual Number,49,Race,Hispanic
2019,MD,Maryland,Breast Cancer,incidence,Average Annual Number,5054,Gender,Female
2014,NJ,New Jersey,Breast Cancer,incidence,Average Annual Number,7229,Gender,Female
2017,KY,Kentucky,Breast Cancer,incidence,Average Annual Number,3204,Race,White
2014,IN,Indiana,Breast Cancer,incidence,Average Annual Number,4685,Gender,Female
2017,MN,Minnesota,Breast Cancer,incidence,Average Annual Number,123,Race,Black
2016,ME,Maine,Breast Cancer,incidence,Average Annual Number,1152,Race,White
2013,MT,Montana,Breast Cancer,incidence,Average Annual Number,12,Race,Hispanic
2017,ND,North Dakota,Breast Cancer,incidence,Average Annual Number,496,Race,White
2017,DE,Delaware,Breast Cancer,incidence,Average Annual Number,25,Race,Hispanic
2019,NH,New Hampshire,Breast Cancer,incidence,Average Annual Number,6,Race,Black
2017,CO,Colorado,Breast Cancer,incidence,Average Annual Number,443,Race,Hispanic
2013,DC,District of Columbia,Breast Cancer,incidence,Average Annual Number,159,Race,White
2018,CT,Connecticut,Breast Cancer,incidence,Average Annual Number,3243,Overall,Overall
2019,AK,Alaska,Breast Cancer,incidence,Average Annual Number,307,Race,White
2016,CA,California,Breast Cancer,incidence,Average Annual Number,25995,Overall,Overall
2015,MO,Missouri,Breast Cancer,incidence,Average Annual Number,4810,Overall,Overall
2013,AZ,Arizona,Breast Cancer,incidence,Average Annual Number,118,Race,Black
2017,IA,Iowa,Breast Cancer,incidence,Average Annual Number,35,Race,Hispanic
2015,AR,Arkansas,Breast Cancer,incidence,Average Annual Number,2099,Overall,Overall
2016,DC,District of Columbia,Breast Cancer,incidence,Average Annual Number,286,Race,Black
2012,AL,Alabama,Breast Cancer,incidence,Average Annual Number,22,Race,Hispanic
2012,AZ,Arizona,Breast Cancer,incidence,Average Annual Number,4189,Gender,Female
2016,CA,California,Breast Cancer,incidence,Average Annual Number,5217,Race,Hispanic
2014,DE,Delaware,Breast Cancer,incidence,Average Annual Number,606,Race,White
2018,NE,Nebraska,Breast Cancer,incidence,Average Annual Number,1336,Race,White
2017,NE,Nebraska,Breast Cancer,incidence,Average Annual Number,1410,Gender,Female
2014,HI,Hawaii,Breast Cancer,incidence,Average Annual Number,274,Race,White
2012,CA,California,Breast Cancer,incidence,Average Annual Number,24298,Overall,Overall
2012,MT,Montana,Breast Cancer,incidence,Average Annual Number,12,Race,Hispanic
2012,ID,Idaho,Breast Cancer,incidence,Average Annual Number,947,Race,White
2018,DE,Delaware,Breast Cancer,incidence,Average Annual Number,26,Race,Hispanic
2012,MO,Missouri,Breast Cancer,incidence,Average Annual Number,4567,Overall,Overall
2018,KY,Kentucky,Breast Cancer,incidence,Average Annual Number,3560,Overall,Overall
2017,DC,District of Columbia,Breast Cancer,incidence,Average Annual Number,496,Gender,Female
2015,GA,Georgia,Breast Cancer,incidence,Average Annual Number,7018,Gender,Female
2019,HI,Hawaii,Breast Cancer,incidence,Average Annual Number,284,Race,White
2019,MS,Mississippi,Breast Cancer,incidence,Average Annual Number,1450,Race,White
2012,NH,New Hampshire,Breast Cancer,incidence,Average Annual Number,1111,Gender,Female
2018,NH,New Hampshire,Breast Cancer,incidence,Average Annual Number,5,Race,Black
2013,MD,Maryland,Breast Cancer,incidence,Average Annual Number,4573,Overall,Overall
2012,IN,Indiana,Breast Cancer,incidence,Average Annual Number,84,Race,Hispanic
2019,MD,Maryland,Breast Cancer,incidence,Average Annual Number,3114,Race,White
2014,HI,Hawaii,Breast Cancer,incidence,Average Annual Number,1134,Gender,Female
2016,LA,Louisiana,Breast Cancer,incidence,Average Annual Number,1053,Race,Black
2014,CO,Colorado,Breast Cancer,incidence,Average Annual Number,109,Race,Black
2016,MD,Maryland,Breast Cancer,incidence,Average Annual Number,4826,Overall,Overall
2019,LA,Louisiana,Breast Cancer,incidence,Average Annual Number,80,Race,Hispanic
2015,KY,Kentucky,Breast Cancer,incidence,Average Annual Number,3384,Overall,Overall
2012,ID,Idaho,Breast Cancer,incidence,Average Annual Number,1006,Overall,Overall
2017,NC,North Carolina,Breast Cancer,incidence,Average Annual Number,6291,Race,White
2014,CO,Colorado,Breast Cancer,incidence,Average Annual Number,2915,Race,White
2017,MI,Michigan,Breast Cancer,incidence,Average Annual Number,119,Race,Hispanic
2012,AR,Arkansas,Breast Cancer,incidence,Average Annual Number,35,Race,Hispanic
2015,MS,Mississippi,Breast Cancer,incidence,Average Annual Number,1341,Race,White
2012,AR,Arkansas,Breast Cancer,incidence,Average Annual Number,1604,Race,White
2012,ND,North Dakota,Breast Cancer,incidence,Average Annual Number,457,Race,White
2019,MO,Missouri,Breast Cancer,incidence,Average Annual Number,4420,Race,White
2014,MO,Missouri,Breast Cancer,incidence,Average Annual Number,491,Race,Black
2019,ID,Idaho,Breast Cancer,incidence,Average Annual Number,1287,Overall,Overall
2016,HI,Hawaii,Breast Cancer,incidence,Average Annual Number,288,Race,White
2013,ND,North Dakota,Breast Cancer,incidence,Average Annual Number,466,Race,White
2015,AL,Alabama,Breast Cancer,incidence,Average Annual Number,3662,Gender,Female
2015,NH,New Hampshire,Breast Cancer,incidence,Average Annual Number,4,Race,Black
2018,AL,Alabama,Breast Cancer,incidence,Average Annual Number,34,Race,Hispanic
2018,IN,Indiana,Breast Cancer,incidence,Average Annual Number,413,Race,Black
2012,DE,Delaware,Breast Cancer,incidence,Average Annual Number,125,Race,Black
2019,AL,Alabama,Breast Cancer,incidence,Average Annual Number,3872,Gender,Female
2015,ID,Idaho,Breast Cancer,incidence,Average Annual Number,48,Race,Hispanic
2018,CA,California,Breast Cancer,incidence,Average Annual Number,1697,Race,Black
2017,AZ,Arizona,Breast Cancer,incidence,Average Annual Number,145,Race,Black
2015,MS,Mississippi,Breast Cancer,incidence,Average Annual Number,12,Race,Hispanic
2016,KY,Kentucky,Breast Cancer,incidence,Average Annual Number,3443,Gender,Female
2016,MT,Montana,Breast Cancer,incidence,Average Annual Number,811,Gender,Female
2019,AR,Arkansas,Breast Cancer,incidence,Average Annual Number,2314,Overall,Overall
2014,IA,Iowa,Breast Cancer,incidence,Average Annual Number,27,Race,Hispanic
2013,NE,Nebraska,Breast Cancer,incidence,Average Annual Number,1294,Overall,Overall
2012,HI,Hawaii,Breast Cancer,incidence,Average Annual Number,9,Race,Black
2016,AR,Arkansas,Breast Cancer,incidence,Average Annual Number,1775,Race,White
2016,ID,Idaho,Breast Cancer,incidence,Average Annual Number,1147,Overall,Overall
2014,GA,Georgia,Breast Cancer,incidence,Average Annual Number,6775,Overall,Overall
2016,MS,Mississippi,Breast Cancer,incidence,Average Annual Number,11,Race,Hispanic
2018,AZ,Arizona,Breast Cancer,incidence,Average Annual Number,146,Race,Black
2018,DC,District of Columbia,Breast Cancer,incidence,Average Annual Number,23,Race,Hispanic
2016,NH,New Hampshire,Breast Cancer,incidence,Average Annual Number,5,Race,Black
2018,NE,Nebraska,Breast Cancer,incidence,Average Annual Number,51,Race,Hispanic
2015,FL,Florida,Breast Cancer,incidence,Average Annual Number,1742,Race,Black
2014,NH,New Hampshire,Breast Cancer,incidence,Average Annual Number,1189,Gender,Female
2015,ME,Maine,Breast Cancer,incidence,Average Annual Number,1171,Gender,Female
2013,CA,California,Breast Cancer,incidence,Average Annual Number,1607,Race,Black
2016,AR,Arkansas,Breast Cancer,incidence,Average Annual Number,2170,Gender,Female
2014,DE,Delaware,Breast Cancer,incidence,Average Annual Number,20,Race,Hispanic
2012,IA,Iowa,Breast Cancer,incidence,Average Annual Number,2201,Race,White
2017,MT,Montana,Breast Cancer,incidence,Average Annual Number,13,Race,Hispanic
2013,AZ,Arizona,Breast Cancer,incidence,Average Annual Number,3385,Race,White
2012,DC,District of Columbia,Breast Cancer,incidence,Average Annual Number,474,Gender,Female
2016,NC,North Carolina,Breast Cancer,incidence,Average Annual Number,8209,Gender,Female
2015,FL,Florida,Breast Cancer,incidence,Average Annual Number,2496,Race,Hispanic
2017,NH,New Hampshire,Breast Cancer,incidence,Average Annual Number,1288,Overall,Overall
2014,AK,Alaska,Breast Cancer,incidence,Average Annual Number,430,Overall,Overall
2017,MO,Missouri,Breast Cancer,incidence,Average Annual Number,4973,Gender,Female
2019,MS,Mississippi,Breast Cancer,incidence,Average Annual Number,14,Race,Hispanic
2019,GA,Georgia,Breast Cancer,incidence,Average Annual Number,7885,Gender,Female
2017,LA,Louisiana,Breast Cancer,incidence,Average Annual Number,3478,Gender,Female
2019,CT,Connecticut,Breast Cancer,incidence,Average Annual Number,280,Race,Black
2016,GA,Georgia,Breast Cancer,incidence,Average Annual Number,223,Race,Hispanic
2016,IA,Iowa,Breast Cancer,incidence,Average Annual Number,2269,Race,White
2015,AK,Alaska,Breast Cancer,incidence,Average Annual Number,308,Race,White
2013,CT,Connecticut,Breast Cancer,incidence,Average Annual Number,3113,Overall,Overall
2018,NH,New Hampshire,Breast Cancer,incidence,Average Annual Number,1289,Gender,Female
2019,CO,Colorado,Breast Cancer,incidence,Average Annual Number,126,Race,Black
2016,KY,Kentucky,Breast Cancer,incidence,Average Annual Number,232,Race,Black
2018,NC,North Carolina,Breast Cancer,incidence,Average Annual Number,6482,Race,White
2017,CT,Connecticut,Breast Cancer,incidence,Average Annual Number,2674,Race,White
2015,LA,Louisiana,Breast Cancer,incidence,Average Annual Number,68,Race,Hispanic
2016,MA,Massachusetts,Breast Cancer,incidence,Average Annual Number,5882,Overall,Overall
2018,MN,Minnesota,Breast Cancer,incidence,Average Annual Number,129,Race,Black
2012,AK,Alaska,Breast Cancer,incidence,Average Annual Number,11,Race,Black
2014,CA,California,Breast Cancer,incidence,Average Annual Number,25011,Gender,Female
2015,AL,Alabama,Breast Cancer,incidence,Average Annual Number,2689,Race,White
2013,IL,Illinois,Breast Cancer,incidence,Average Annual Number,9591,Gender,Female
2018,ND,North Dakota,Breast Cancer,incidence,Average Annual Number,505,Race,White
2014,ME,Maine,Breast Cancer,incidence,Average Annual Number,1159,Overall,Overall
2013,MN,Minnesota,Breast Cancer,incidence,Average Annual Number,42,Race,Hispanic
2013,KY,Kentucky,Breast Cancer,incidence,Average Annual Number,217,Race,Black
2018,MD,Maryland,Breast Cancer,incidence,Average Annual Number,4954,Gender,Female
2015,ME,Maine,Breast Cancer,incidence,Average Annual Number,1145,Race,White
2017,FL,Florida,Breast Cancer,incidence,Average Annual Number,16885,Overall,Overall
2013,NH,New Hampshire,Breast Cancer,incidence,Average Annual Number,1151,Overall,Overall
2018,GA,Georgia,Breast Cancer,incidence,Average Annual Number,7687,Overall,Overall
2015,NE,Nebraska,Breast Cancer,incidence,Average Annual Number,39,Race,Hispanic
2017,NC,North Carolina,Breast Cancer,incidence,Average Annual Number,1730,Race,Black
2015,AZ,Arizona,Breast Cancer,incidence,Average Annual Number,4525,Overall,Overall
